phenotypeId,webApiCohortId,cohortName,logicDescription,cohortId,referentConceptId,cohortType,PMID
4094294000,17594,Neck pain referent prevalent cohort,"Persons with condition occurrence of referent concept (24134) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",24134002,24134,referent,
4094294000,18994,Neck pain (includes cervico-occipital neuralgia) design diagnostics 1 cohort,neck pain includes cervico-occipital neuralgia,24134003,24134,design diagnostics,
4094294000,17471,Dysphagia referent incident cohort,"Persons with condition occurrence of referent concept (31317) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",31317001,31317,referent,
4094294000,17470,Dysphagia referent prevalent cohort,"Persons with condition occurrence of referent concept (31317) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",31317002,31317,referent,
4094294000,17871,Dysphagia or difficulty swallowing design diagnostics 1 cohort,Dysphagia or difficulty swallowing at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,31317003,31317,design diagnostics,
4094294000,17593,Nausea referent incident cohort,"Persons with condition occurrence of referent concept (31967) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",31967001,31967,referent,
4094294000,17592,Nausea referent prevalent cohort,"Persons with condition occurrence of referent concept (31967) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",31967002,31967,referent,
4094294000,18996,Nausea Events All Events of referent concept Nausea + descendants with 30 day gap with >=365d prior observation,Nausea,31967003,31967,,
4094294000,17451,Constipation referent incident cohort,"Persons with condition occurrence of referent concept (75860) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",75860001,75860,referent,
4094294000,17450,Constipation referent prevalent cohort,"Persons with condition occurrence of referent concept (75860) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",75860002,75860,referent,
4094294000,18997,Constipation Events: all occurrence of referent concept + descendants with 30 days gap,Constipation,75860003,75860,,
4094294000,17537,Joint pain referent incident cohort,"Persons with condition occurrence of referent concept (77074) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",77074001,77074,referent,
4094294000,17536,Joint pain referent prevalent cohort,"Persons with condition occurrence of referent concept (77074) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",77074002,77074,referent,
4094294000,17535,Jaundice referent incident cohort,"Persons with condition occurrence of referent concept (137977) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",137977001,137977,referent,
4094294000,17534,Jaundice referent prevalent cohort,"Persons with condition occurrence of referent concept (137977) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",137977002,137977,referent,
4094294000,17551,Low back pain referent incident cohort,"Persons with condition occurrence of referent concept (194133) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",194133001,194133,referent,
4094294000,17550,Low back pain referent prevalent cohort,"Persons with condition occurrence of referent concept (194133) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",194133002,194133,referent,
4094294000,17469,Diarrhea referent incident cohort,"Persons with condition occurrence of referent concept (196523) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",196523001,196523,referent,
4094294000,17468,Diarrhea referent prevalent cohort,"Persons with condition occurrence of referent concept (196523) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",196523002,196523,referent,
4094294000,17841,Diarrhea without bacterial infection design diagnostics 1 cohort,Diarrhea without bacterial infection incident cohort: First occurrence,196523003,196523,design diagnostics,
4094294000,17844,Diarrhea or functional diarrhea design diagnostics 2 cohort,Diarrhea or functional diarrhea incident cohort: First occurrence,196523004,196523,design diagnostics,
4094294000,19002,Diarrhea Events All occurrence of referent concept + descendants,Diarrhea,196523005,196523,,
4094294000,17375,Abdominal pain referent incident cohort,"Persons with condition occurrence of referent concept (200219) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",200219001,200219,referent,
